Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (�)
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"107,535.12 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"4,250.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"5,700.21 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"6,333.33 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,250.00 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"11,289.06 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"1,151.56 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"3,483.51 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"3,454.68 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035205,"1,161.17 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"5,650.60 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"95,345.47 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"3,096.46 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"13,500.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"2,777.39 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012089,"9,725.72 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"5,190.80 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"93,244.79 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"2,831.48 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"33,280.78 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"8,618.60 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"3,882.60 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"1,116.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"1,725.60 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24035204,"2,511.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,"4,914.83 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,"80,463.95 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,711.11 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,"1,299.84 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,"2,359.74 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012093,"10,371.04 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,(577.83)
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,"(6,937.45)"
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,(101.12)
Department of Health,NHS Barnsley CCG,30/09/2018,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,"(2,268.41)"
Department of Health,NHS Barnsley CCG,30/09/2018,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,(346.67)
Department of Health,NHS Barnsley CCG,30/09/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,"(8,679.81)"
Department of Health,NHS Barnsley CCG,30/09/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,"(9,177.43)"
Department of Health,NHS Barnsley CCG,30/09/2018,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813411,(808.87)
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"142,818.34 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"8,201.83 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"4,590.25 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"4,599.19 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"11,741.66 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813412,"14,085.62 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"98,718.04 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"5,524.73 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,787.44 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"1,218.31 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"12,708.33 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"3,191.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813414,"10,432.84 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"87,273.06 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"5,381.28 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,772.81 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"1,237.63 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"8,566.67 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"1,865.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813416,"6,865.66 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012095,"3,232.38 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012095,"56,922.82 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012095,953.52 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012095,"21,594.09 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012095,"5,792.35 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"101,726.25 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"6,204.45 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,36.12 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"4,947.94 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"3,268.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"1,245.67 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813418,"11,132.85 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012099,"48,247.03 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012099,"2,660.26 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012099,"2,658.34 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012099,502.00 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012099,"4,113.34 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"5,639.68 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"86,905.70 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"4,659.15 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"20,747.29 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"1,375.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24012101,"9,466.80 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,"49,842.99 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,19.27 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,"1,761.29 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,"6,045.20 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,"3,583.33 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813420,"4,927.45 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"28,756.39 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"1,635.53 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"4,333.33 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"1,024.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"2,056.83 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"5,565.61 "
Department of Health,NHS Barnsley CCG,30/09/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817871,"5,757.80 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24038259,"24,699.44 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24038259,"4,448.80 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24038259,"1,302.40 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813424,"19,239.49 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813424,"4,802.71 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813424,"1,621.22 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,"3,790.98 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,"60,755.29 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,"1,817.13 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,"8,873.23 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,870.00 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24016636,"7,007.14 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813422,"73,552.17 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813422,"2,152.83 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813422,319.38 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813422,"17,485.37 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23813422,"6,630.93 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,"42,853.81 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,"2,314.20 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,3.35 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,363.30 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,"1,107.86 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,"1,573.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,283.21 
Department of Health,NHS Barnsley CCG,30/09/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,23817863,"4,023.80 "
Department of Health,NHS Barnsley CCG,31/08/2018,Seconded-Basic Sal-Staff fm oth org,COLLABORATIVE COMMISSIONING,NHS SHEFFIELD CCG,23661835,"108,213.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,23964442,"157,481.14 "
Department of Health,NHS Barnsley CCG,30/09/2018,Computer Software/License,MEDICINES MANAGEMENT - CLINICAL,OPTUM HEALTH SOLUTIONS (UK) LTD,23867014,"80,375.68 "
Department of Health,NHS Barnsley CCG,30/09/2018,Other Gen Supplies & Srv,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,23738280,"35,025.68 "
Department of Health,NHS Barnsley CCG,30/09/2018,Other Gen Supplies & Srv,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,23745233,"35,025.68 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,23829171,425.50 
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,23829171,"34,043.08 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,23774044,"1,021.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,23774044,"40,828.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,23884602,"5,098.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,23884602,"439,320.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Training Expenses,GP FORWARD VIEW,SOUND DOCTOR LTD,24026136,"48,000.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23738171,"587,133.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,INTERMEDIATE CARE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23738171,"319,906.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LONG TERM CONDITIONS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23738171,"145,792.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"15,088.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,LEARNING DIFFICULTIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"2,164.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH SERVICES - ADULTS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"23,052.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH SERVICES - OLDER PEOPLE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"2,712.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"1,206,883.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,23849327,"197,193.00 "
